,Text,Label
77,in 8 days,RELATIVE_DATE
78,in eight days,RELATIVE_DATE
79,8 days from now,RELATIVE_DATE
80,eight days from now,RELATIVE_DATE
81,8 days from today,RELATIVE_DATE
82,eight days from today,RELATIVE_DATE
83,in 1 week from now,RELATIVE_DATE
84,in one week from now,RELATIVE_DATE
85,in 1 week from today,RELATIVE_DATE
86,in one week from today,RELATIVE_DATE
87,in 1 week,RELATIVE_DATE
88,in one week,RELATIVE_DATE
89,in a week from now,RELATIVE_DATE
90,in a week from today,RELATIVE_DATE
91,in a week,RELATIVE_DATE
92,1 week from now,RELATIVE_DATE
93,one week from now,RELATIVE_DATE
94,1 week from today,RELATIVE_DATE
95,one week from today,RELATIVE_DATE
96,in 2 weeks from now,RELATIVE_DATE
97,in two weeks from now,RELATIVE_DATE
98,in 2 weeks from today,RELATIVE_DATE
99,in two weeks from today,RELATIVE_DATE
100,in 2 weeks,RELATIVE_DATE
101,in two weeks,RELATIVE_DATE
102,2 weeks from now,RELATIVE_DATE
103,two weeks from now,RELATIVE_DATE
104,2 weeks from today,RELATIVE_DATE
105,two weeks from today,RELATIVE_DATE
106,in 3 weeks from now,RELATIVE_DATE
107,in three weeks from now,RELATIVE_DATE
108,in 3 weeks from today,RELATIVE_DATE
109,in three weeks from today,RELATIVE_DATE
110,in 3 weeks,RELATIVE_DATE
111,in three weeks,RELATIVE_DATE
112,3 weeks from now,RELATIVE_DATE
113,three weeks from now,RELATIVE_DATE
114,3 weeks from today,RELATIVE_DATE
115,three weeks from today,RELATIVE_DATE
116,in 4 weeks from now,RELATIVE_DATE
117,in four weeks from now,RELATIVE_DATE
118,in 4 weeks from today,RELATIVE_DATE
119,in four weeks from today,RELATIVE_DATE
120,in 4 weeks,RELATIVE_DATE
121,in four weeks,RELATIVE_DATE
122,4 weeks from now,RELATIVE_DATE
123,four weeks from now,RELATIVE_DATE
124,4 weeks from today,RELATIVE_DATE
125,four weeks from today,RELATIVE_DATE
126,in 5 weeks from now,RELATIVE_DATE
127,in five weeks from now,RELATIVE_DATE
128,in 5 weeks from today,RELATIVE_DATE
129,in five weeks from today,RELATIVE_DATE
130,in 5 weeks,RELATIVE_DATE
131,in five weeks,RELATIVE_DATE
132,5 weeks from now,RELATIVE_DATE
133,five weeks from now,RELATIVE_DATE
134,5 weeks from today,RELATIVE_DATE
135,five weeks from today,RELATIVE_DATE
136,in 6 weeks from now,RELATIVE_DATE
137,in six weeks from now,RELATIVE_DATE
138,in 6 weeks from today,RELATIVE_DATE
139,in six weeks from today,RELATIVE_DATE
140,in 6 weeks,RELATIVE_DATE
141,in six weeks,RELATIVE_DATE
142,6 weeks from now,RELATIVE_DATE
143,six weeks from now,RELATIVE_DATE
144,6 weeks from today,RELATIVE_DATE
145,six weeks from today,RELATIVE_DATE
146,in 7 weeks from now,RELATIVE_DATE
147,in seven weeks from now,RELATIVE_DATE
148,in 7 weeks from today,RELATIVE_DATE
149,in seven weeks from today,RELATIVE_DATE
150,in 7 weeks,RELATIVE_DATE
151,in seven weeks,RELATIVE_DATE
152,7 weeks from now,RELATIVE_DATE
153,seven weeks from now,RELATIVE_DATE
154,7 weeks from today,RELATIVE_DATE
155,seven weeks from today,RELATIVE_DATE
156,in 8 weeks from now,RELATIVE_DATE
157,in eight weeks from now,RELATIVE_DATE
158,in 8 weeks from today,RELATIVE_DATE
159,in eight weeks from today,RELATIVE_DATE
160,in 8 weeks,RELATIVE_DATE
161,in eight weeks,RELATIVE_DATE
162,8 weeks from now,RELATIVE_DATE
163,eight weeks from now,RELATIVE_DATE
164,8 weeks from today,RELATIVE_DATE
165,eight weeks from today,RELATIVE_DATE
166,at the beginning of this week,RELATIVE_DATE
167,at the end of this week,RELATIVE_DATE
168,at the start of this week,RELATIVE_DATE
169,at the end of this week,RELATIVE_DATE
170,at the middle of this week,RELATIVE_DATE
171,at the beginning of the week,RELATIVE_DATE
172,at the end of the week,RELATIVE_DATE
173,at the start of the week,RELATIVE_DATE
174,at the end of the week,RELATIVE_DATE
175,at the middle of the week,RELATIVE_DATE
176,at the beginning of next week,RELATIVE_DATE
177,at the end of next week,RELATIVE_DATE
178,at the start of next week,RELATIVE_DATE
179,at the end of next week,RELATIVE_DATE
180,at the middle of next week,RELATIVE_DATE
181,for the beginning of this week,RELATIVE_DATE
182,for the end of this week,RELATIVE_DATE
183,for the start of this week,RELATIVE_DATE
184,for the end of this week,RELATIVE_DATE
185,for the middle of this week,RELATIVE_DATE
186,for the beginning of the week,RELATIVE_DATE
187,for the end of the week,RELATIVE_DATE
188,for the start of the week,RELATIVE_DATE
189,for the end of the week,RELATIVE_DATE
190,for the middle of the week,RELATIVE_DATE
191,for the beginning of next week,RELATIVE_DATE
192,for the end of next week,RELATIVE_DATE
193,for the start of next week,RELATIVE_DATE
194,for the end of next week,RELATIVE_DATE
195,for the middle of next week,RELATIVE_DATE
196,around the beginning of this week,RELATIVE_DATE
197,around the end of this week,RELATIVE_DATE
198,around the start of this week,RELATIVE_DATE
199,around the end of this week,RELATIVE_DATE
200,around the middle of this week,RELATIVE_DATE
201,around the beginning of the week,RELATIVE_DATE
202,around the end of the week,RELATIVE_DATE
203,around the start of the week,RELATIVE_DATE
204,around the end of the week,RELATIVE_DATE
205,around the middle of the week,RELATIVE_DATE
206,around the beginning of next week,RELATIVE_DATE
207,around the end of next week,RELATIVE_DATE
208,around the start of next week,RELATIVE_DATE
209,around the end of next week,RELATIVE_DATE
210,around the middle of next week,RELATIVE_DATE
211,in 1 month from now,RELATIVE_DATE
212,in one month from now,RELATIVE_DATE
213,in 1 month from today,RELATIVE_DATE
214,in one month from today,RELATIVE_DATE
215,in 1 month,RELATIVE_DATE
216,in one month,RELATIVE_DATE
217,in a month from now,RELATIVE_DATE
218,in a month from today,RELATIVE_DATE
219,in a month,RELATIVE_DATE
220,1 month from now,RELATIVE_DATE
221,one month from now,RELATIVE_DATE
222,1 month from today,RELATIVE_DATE
223,one month from today,RELATIVE_DATE
224,in 2 months from now,RELATIVE_DATE
225,in two months from now,RELATIVE_DATE
226,in 2 months from today,RELATIVE_DATE
227,in two months from today,RELATIVE_DATE
228,in 2 months,RELATIVE_DATE
229,in two months,RELATIVE_DATE
230,2 months from now,RELATIVE_DATE
231,two months from now,RELATIVE_DATE
232,2 months from today,RELATIVE_DATE
233,two months from today,RELATIVE_DATE
234,in 3 months from now,RELATIVE_DATE
235,in three months from now,RELATIVE_DATE
236,in 3 months from today,RELATIVE_DATE
237,in three months from today,RELATIVE_DATE
238,in 3 months,RELATIVE_DATE
239,in three months,RELATIVE_DATE
240,3 months from now,RELATIVE_DATE
241,three months from now,RELATIVE_DATE
242,3 months from today,RELATIVE_DATE
243,three months from today,RELATIVE_DATE
244,in 4 months from now,RELATIVE_DATE
245,in four months from now,RELATIVE_DATE
246,in 4 months from today,RELATIVE_DATE
247,in four months from today,RELATIVE_DATE
248,in 4 months,RELATIVE_DATE
249,in four months,RELATIVE_DATE
250,4 months from now,RELATIVE_DATE
251,four months from now,RELATIVE_DATE
252,4 months from today,RELATIVE_DATE
253,four months from today,RELATIVE_DATE
254,in 5 months from now,RELATIVE_DATE
255,in five months from now,RELATIVE_DATE
256,in 5 months from today,RELATIVE_DATE
257,in five months from today,RELATIVE_DATE
258,in 5 months,RELATIVE_DATE
259,in five months,RELATIVE_DATE
260,5 months from now,RELATIVE_DATE
261,five months from now,RELATIVE_DATE
262,5 months from today,RELATIVE_DATE
263,five months from today,RELATIVE_DATE
264,in 6 months from now,RELATIVE_DATE
265,in six months from now,RELATIVE_DATE
266,in 6 months from today,RELATIVE_DATE
267,in six months from today,RELATIVE_DATE
268,in 6 months,RELATIVE_DATE
269,in six months,RELATIVE_DATE
270,6 months from now,RELATIVE_DATE
271,six months from now,RELATIVE_DATE
272,6 months from today,RELATIVE_DATE
273,six months from today,RELATIVE_DATE
274,in 7 months from now,RELATIVE_DATE
275,in seven months from now,RELATIVE_DATE
276,in 7 months from today,RELATIVE_DATE
277,in seven months from today,RELATIVE_DATE
278,in 7 months,RELATIVE_DATE
279,in seven months,RELATIVE_DATE
280,7 months from now,RELATIVE_DATE
281,seven months from now,RELATIVE_DATE
282,7 months from today,RELATIVE_DATE
283,seven months from today,RELATIVE_DATE
284,in 8 months from now,RELATIVE_DATE
285,in eight months from now,RELATIVE_DATE
286,in 8 months from today,RELATIVE_DATE
287,in eight months from today,RELATIVE_DATE
288,in 8 months,RELATIVE_DATE
289,in eight months,RELATIVE_DATE
290,8 months from now,RELATIVE_DATE
291,eight months from now,RELATIVE_DATE
292,8 months from today,RELATIVE_DATE
293,eight months from today,RELATIVE_DATE
294,at the beginning of this month,RELATIVE_DATE
295,at the end of this month,RELATIVE_DATE
296,at the start of this month,RELATIVE_DATE
297,at the end of this month,RELATIVE_DATE
298,at the middle of this month,RELATIVE_DATE
299,at the beginning of the month,RELATIVE_DATE
300,at the end of the month,RELATIVE_DATE
301,at the start of the month,RELATIVE_DATE
302,at the end of the month,RELATIVE_DATE
303,at the middle of the month,RELATIVE_DATE
304,at the beginning of next month,RELATIVE_DATE
305,at the end of next month,RELATIVE_DATE
306,at the start of next month,RELATIVE_DATE
307,at the end of next month,RELATIVE_DATE
308,at the middle of next month,RELATIVE_DATE
309,for the beginning of this month,RELATIVE_DATE
310,for the end of this month,RELATIVE_DATE
311,for the start of this month,RELATIVE_DATE
312,for the end of this month,RELATIVE_DATE
313,for the middle of this month,RELATIVE_DATE
314,for the beginning of the month,RELATIVE_DATE
315,for the end of the month,RELATIVE_DATE
316,for the start of the month,RELATIVE_DATE
317,for the end of the month,RELATIVE_DATE
318,for the middle of the month,RELATIVE_DATE
319,for the beginning of next month,RELATIVE_DATE
320,for the end of next month,RELATIVE_DATE
321,for the start of next month,RELATIVE_DATE
322,for the end of next month,RELATIVE_DATE
323,for the middle of next month,RELATIVE_DATE
324,around the beginning of this month,RELATIVE_DATE
325,around the end of this month,RELATIVE_DATE
326,around the start of this month,RELATIVE_DATE
327,around the end of this month,RELATIVE_DATE
328,around the middle of this month,RELATIVE_DATE
329,around the beginning of the month,RELATIVE_DATE
330,around the end of the month,RELATIVE_DATE
331,around the start of the month,RELATIVE_DATE
332,around the end of the month,RELATIVE_DATE
333,around the middle of the month,RELATIVE_DATE
334,around the beginning of next month,RELATIVE_DATE
335,around the end of next month,RELATIVE_DATE
336,around the start of next month,RELATIVE_DATE
337,around the end of next month,RELATIVE_DATE
338,around the middle of next month,RELATIVE_DATE
339,in 1 year from now,RELATIVE_DATE
340,in one year from now,RELATIVE_DATE
341,in 1 year from today,RELATIVE_DATE
342,in one year from today,RELATIVE_DATE
343,in 1 year,RELATIVE_DATE
344,in one year,RELATIVE_DATE
345,in a year from now,RELATIVE_DATE
346,in a year from today,RELATIVE_DATE
347,in a year,RELATIVE_DATE
348,1 year from now,RELATIVE_DATE
349,one year from now,RELATIVE_DATE
350,1 year from today,RELATIVE_DATE
351,one year from today,RELATIVE_DATE
352,in 2 years from now,RELATIVE_DATE
353,in two years from now,RELATIVE_DATE
354,in 2 years from today,RELATIVE_DATE
355,in two years from today,RELATIVE_DATE
356,in 2 years,RELATIVE_DATE
357,in two years,RELATIVE_DATE
358,2 years from now,RELATIVE_DATE
359,two years from now,RELATIVE_DATE
360,2 years from today,RELATIVE_DATE
361,two years from today,RELATIVE_DATE
362,in 3 years from now,RELATIVE_DATE
363,in three years from now,RELATIVE_DATE
364,in 3 years from today,RELATIVE_DATE
365,in three years from today,RELATIVE_DATE
366,in 3 years,RELATIVE_DATE
367,in three years,RELATIVE_DATE
368,3 years from now,RELATIVE_DATE
369,three years from now,RELATIVE_DATE
370,3 years from today,RELATIVE_DATE
371,three years from today,RELATIVE_DATE
372,in 4 years from now,RELATIVE_DATE
373,in four years from now,RELATIVE_DATE
374,in 4 years from today,RELATIVE_DATE
375,in four years from today,RELATIVE_DATE
376,in 4 years,RELATIVE_DATE
377,in four years,RELATIVE_DATE
378,4 years from now,RELATIVE_DATE
379,four years from now,RELATIVE_DATE
380,4 years from today,RELATIVE_DATE
381,four years from today,RELATIVE_DATE
382,in 5 years from now,RELATIVE_DATE
383,in five years from now,RELATIVE_DATE
384,in 5 years from today,RELATIVE_DATE
385,in five years from today,RELATIVE_DATE
386,in 5 years,RELATIVE_DATE
387,in five years,RELATIVE_DATE
388,5 years from now,RELATIVE_DATE
389,five years from now,RELATIVE_DATE
390,5 years from today,RELATIVE_DATE
391,five years from today,RELATIVE_DATE
392,in 6 years from now,RELATIVE_DATE
393,in six years from now,RELATIVE_DATE
394,in 6 years from today,RELATIVE_DATE
395,in six years from today,RELATIVE_DATE
396,in 6 years,RELATIVE_DATE
397,in six years,RELATIVE_DATE
398,6 years from now,RELATIVE_DATE
399,six years from now,RELATIVE_DATE
400,6 years from today,RELATIVE_DATE
401,six years from today,RELATIVE_DATE
402,in 7 years from now,RELATIVE_DATE
403,in seven years from now,RELATIVE_DATE
404,in 7 years from today,RELATIVE_DATE
405,in seven years from today,RELATIVE_DATE
406,in 7 years,RELATIVE_DATE
407,in seven years,RELATIVE_DATE
408,7 years from now,RELATIVE_DATE
409,seven years from now,RELATIVE_DATE
410,7 years from today,RELATIVE_DATE
411,seven years from today,RELATIVE_DATE
412,in 8 years from now,RELATIVE_DATE
413,in eight years from now,RELATIVE_DATE
414,in 8 years from today,RELATIVE_DATE
415,in eight years from today,RELATIVE_DATE
416,in 8 years,RELATIVE_DATE
417,in eight years,RELATIVE_DATE
418,8 years from now,RELATIVE_DATE
419,eight years from now,RELATIVE_DATE
420,8 years from today,RELATIVE_DATE
421,eight years from today,RELATIVE_DATE
422,at the beginning of this year,RELATIVE_DATE
423,at the end of this year,RELATIVE_DATE
424,at the start of this year,RELATIVE_DATE
425,at the end of this year,RELATIVE_DATE
426,at the middle of this year,RELATIVE_DATE
427,at the beginning of the year,RELATIVE_DATE
428,at the end of the year,RELATIVE_DATE
429,at the start of the year,RELATIVE_DATE
430,at the end of the year,RELATIVE_DATE
431,at the middle of the year,RELATIVE_DATE
432,at the beginning of next year,RELATIVE_DATE
433,at the end of next year,RELATIVE_DATE
434,at the start of next year,RELATIVE_DATE
435,at the end of next year,RELATIVE_DATE
436,at the middle of next year,RELATIVE_DATE
437,for the beginning of this year,RELATIVE_DATE
438,for the end of this year,RELATIVE_DATE
439,for the start of this year,RELATIVE_DATE
440,for the end of this year,RELATIVE_DATE
441,for the middle of this year,RELATIVE_DATE
442,for the beginning of the year,RELATIVE_DATE
443,for the end of the year,RELATIVE_DATE
444,for the start of the year,RELATIVE_DATE
445,for the end of the year,RELATIVE_DATE
446,for the middle of the year,RELATIVE_DATE
447,for the beginning of next year,RELATIVE_DATE
448,for the end of next year,RELATIVE_DATE
449,for the start of next year,RELATIVE_DATE
450,for the end of next year,RELATIVE_DATE
451,for the middle of next year,RELATIVE_DATE
452,around the beginning of this year,RELATIVE_DATE
453,around the end of this year,RELATIVE_DATE
454,around the start of this year,RELATIVE_DATE
455,around the end of this year,RELATIVE_DATE
456,around the middle of this year,RELATIVE_DATE
457,around the beginning of the year,RELATIVE_DATE
458,around the end of the year,RELATIVE_DATE
459,around the start of the year,RELATIVE_DATE
460,around the end of the year,RELATIVE_DATE
461,around the middle of the year,RELATIVE_DATE
462,around the beginning of next year,RELATIVE_DATE
463,around the end of next year,RELATIVE_DATE
464,around the start of next year,RELATIVE_DATE
465,around the end of next year,RELATIVE_DATE
466,around the middle of next year,RELATIVE_DATE
